category,from_unit,to_unit,from_symbol,to_symbol,slug,url,page_title,h1,meta_description,primary_keyword,secondary_keywords,search_volume_est,conversion_factor
"length","mm","ft","mm","ft","mm-to-ft","https://turbounitconverter.com/c/length/mm-to-ft","mm to ft — Convert Millimeter to Foot | Turbo Unit Converter","mm to ft Converter","Convert Millimeter (mm) to Foot (ft) instantly. Free, accurate, engineering-grade precision.","millimeter to foot","mm to ft | convert millimeter to foot | how many foot in a millimeter | millimeter in foot | mm to ft converter | millimeter to foot formula | millimeter to foot calculator","4400",""
"length","ft","mm","ft","mm","ft-to-mm","https://turbounitconverter.com/c/length/ft-to-mm","ft to mm — Convert Foot to Millimeter | Turbo Unit Converter","ft to mm Converter","Convert Foot (ft) to Millimeter (mm) instantly. Free, accurate, engineering-grade precision.","foot to millimeter","ft to mm | convert foot to millimeter | how many millimeter in a foot | foot in millimeter | ft to mm converter | foot to millimeter formula | foot to millimeter calculator","3600",""
"length","m","in","m","in","m-to-in","https://turbounitconverter.com/c/length/m-to-in","m to in — Convert Meter to Inch | Turbo Unit Converter","m to in Converter","Convert Meter (m) to Inch (in) instantly. Free, accurate, engineering-grade precision.","meter to inch","m to in | convert meter to inch | how many inch in a meter | meter in inch | m to in converter | meter to inch formula | meter to inch calculator","8100",""
"length","in","m","in","m","in-to-m","https://turbounitconverter.com/c/length/in-to-m","in to m — Convert Inch to Meter | Turbo Unit Converter","in to m Converter","Convert Inch (in) to Meter (m) instantly. Free, accurate, engineering-grade precision.","inch to meter","in to m | convert inch to meter | how many meter in a inch | inch in meter | in to m converter | inch to meter formula | inch to meter calculator","6600",""
"length","km","ft","km","ft","km-to-ft","https://turbounitconverter.com/c/length/km-to-ft","km to ft — Convert Kilometer to Foot | Turbo Unit Converter","km to ft Converter","Convert Kilometer (km) to Foot (ft) instantly. Free, accurate, engineering-grade precision.","kilometer to foot","km to ft | convert kilometer to foot | how many foot in a kilometer | kilometer in foot | km to ft converter | kilometer to foot formula | kilometer to foot calculator","3600",""
"length","ft","km","ft","km","ft-to-km","https://turbounitconverter.com/c/length/ft-to-km","ft to km — Convert Foot to Kilometer | Turbo Unit Converter","ft to km Converter","Convert Foot (ft) to Kilometer (km) instantly. Free, accurate, engineering-grade precision.","foot to kilometer","ft to km | convert foot to kilometer | how many kilometer in a foot | foot in kilometer | ft to km converter | foot to kilometer formula | foot to kilometer calculator","2400",""
"length","yd","in","yd","in","yd-to-in","https://turbounitconverter.com/c/length/yd-to-in","yd to in — Convert Yard to Inch | Turbo Unit Converter","yd to in Converter","Convert Yard (yd) to Inch (in) instantly. Free, accurate, engineering-grade precision.","yard to inch","yd to in | convert yard to inch | how many inch in a yard | yard in inch | yd to in converter | yard to inch formula | yard to inch calculator","2400",""
"length","in","yd","in","yd","in-to-yd","https://turbounitconverter.com/c/length/in-to-yd","in to yd — Convert Inch to Yard | Turbo Unit Converter","in to yd Converter","Convert Inch (in) to Yard (yd) instantly. Free, accurate, engineering-grade precision.","inch to yard","in to yd | convert inch to yard | how many yard in a inch | inch in yard | in to yd converter | inch to yard formula | inch to yard calculator","1900",""
"length","nmi","km","nmi","km","nmi-to-km","https://turbounitconverter.com/c/length/nmi-to-km","nmi to km — Convert Nautical Mile to Kilometer | Turbo Unit Converter","nmi to km Converter","Convert Nautical Mile (nmi) to Kilometer (km) instantly. Free, accurate, engineering-grade precision.","nautical mile to kilometer","nmi to km | convert nautical mile to kilometer | how many kilometer in a nautical mile | nautical mile in kilometer | nmi to km converter | nautical mile to kilometer formula | nautical mile to kilometer calculator","3600",""
"length","nmi","mi","nmi","mi","nmi-to-mi","https://turbounitconverter.com/c/length/nmi-to-mi","nmi to mi — Convert Nautical Mile to Mile | Turbo Unit Converter","nmi to mi Converter","Convert Nautical Mile (nmi) to Mile (mi) instantly. Free, accurate, engineering-grade precision.","nautical mile to mile","nmi to mi | convert nautical mile to mile | how many mile in a nautical mile | nautical mile in mile | nmi to mi converter | nautical mile to mile formula | nautical mile to mile calculator","2900",""
"weight","oz","kg","oz","kg","oz-to-kg","https://turbounitconverter.com/c/weight/oz-to-kg","oz to kg — Convert Ounce to Kilogram | Turbo Unit Converter","oz to kg Converter","Convert Ounce (oz) to Kilogram (kg) instantly. Free, accurate, engineering-grade precision.","ounce to kilogram","oz to kg | convert ounce to kilogram | how many kilogram in a ounce | ounce in kilogram | oz to kg converter | ounce to kilogram formula | ounce to kilogram calculator","4400",""
"weight","kg","oz","kg","oz","kg-to-oz","https://turbounitconverter.com/c/weight/kg-to-oz","kg to oz — Convert Kilogram to Ounce | Turbo Unit Converter","kg to oz Converter","Convert Kilogram (kg) to Ounce (oz) instantly. Free, accurate, engineering-grade precision.","kilogram to ounce","kg to oz | convert kilogram to ounce | how many ounce in a kilogram | kilogram in ounce | kg to oz converter | kilogram to ounce formula | kilogram to ounce calculator","3600",""
"weight","mg","oz","mg","oz","mg-to-oz","https://turbounitconverter.com/c/weight/mg-to-oz","mg to oz — Convert Milligram to Ounce | Turbo Unit Converter","mg to oz Converter","Convert Milligram (mg) to Ounce (oz) instantly. Free, accurate, engineering-grade precision.","milligram to ounce","mg to oz | convert milligram to ounce | how many ounce in a milligram | milligram in ounce | mg to oz converter | milligram to ounce formula | milligram to ounce calculator","1600",""
"pressure","atm","bar","atm","bar","atm-to-bar","https://turbounitconverter.com/c/pressure/atm-to-bar","atm to bar — Convert Atmosphere to Bar | Turbo Unit Converter","atm to bar Converter","Convert Atmosphere (atm) to Bar (bar) instantly. Free, accurate, engineering-grade precision.","atmosphere to bar","atm to bar | convert atmosphere to bar | how many bar in a atmosphere | atmosphere in bar | atm to bar converter | atmosphere to bar formula | atmosphere to bar calculator","2400",""
"angle","grad","deg","grad","°","grad-to-deg","https://turbounitconverter.com/c/angle/grad-to-deg","grad to ° — Convert Gradian to Degree | Turbo Unit Converter","grad to ° Converter","Convert Gradian (grad) to Degree (°) instantly. Free, accurate, engineering-grade precision.","gradian to degree","grad to ° | convert gradian to degree | how many degree in a gradian | gradian in degree | grad to ° converter | gradian to degree formula | gradian to degree calculator","1600",""
"volume","cup","tbsp","cup","tbsp","cup-to-tbsp","https://turbounitconverter.com/c/volume/cup-to-tbsp","cup to tbsp — Convert US Cup to Tablespoon | Turbo Unit Converter","cup to tbsp Converter","Convert US Cup (cup) to Tablespoon (tbsp) instantly. Free, accurate, engineering-grade precision.","us cup to tablespoon","cup to tbsp | convert us cup to tablespoon | how many tablespoon in a us cup | us cup in tablespoon | cup to tbsp converter | us cup to tablespoon formula | us cup to tablespoon calculator","40500",""
"volume","tbsp","cup","tbsp","cup","tbsp-to-cup","https://turbounitconverter.com/c/volume/tbsp-to-cup","tbsp to cup — Convert Tablespoon to US Cup | Turbo Unit Converter","tbsp to cup Converter","Convert Tablespoon (tbsp) to US Cup (cup) instantly. Free, accurate, engineering-grade precision.","tablespoon to us cup","tbsp to cup | convert tablespoon to us cup | how many us cup in a tablespoon | tablespoon in us cup | tbsp to cup converter | tablespoon to us cup formula | tablespoon to us cup calculator","33100",""
"volume","cup","tsp","cup","tsp","cup-to-tsp","https://turbounitconverter.com/c/volume/cup-to-tsp","cup to tsp — Convert US Cup to Teaspoon | Turbo Unit Converter","cup to tsp Converter","Convert US Cup (cup) to Teaspoon (tsp) instantly. Free, accurate, engineering-grade precision.","us cup to teaspoon","cup to tsp | convert us cup to teaspoon | how many teaspoon in a us cup | us cup in teaspoon | cup to tsp converter | us cup to teaspoon formula | us cup to teaspoon calculator","33100",""
"volume","tsp","tbsp","tsp","tbsp","tsp-to-tbsp","https://turbounitconverter.com/c/volume/tsp-to-tbsp","tsp to tbsp — Convert Teaspoon to Tablespoon | Turbo Unit Converter","tsp to tbsp Converter","Convert Teaspoon (tsp) to Tablespoon (tbsp) instantly. Free, accurate, engineering-grade precision.","teaspoon to tablespoon","tsp to tbsp | convert teaspoon to tablespoon | how many tablespoon in a teaspoon | teaspoon in tablespoon | tsp to tbsp converter | teaspoon to tablespoon formula | teaspoon to tablespoon calculator","90500",""
"volume","tbsp","tsp","tbsp","tsp","tbsp-to-tsp","https://turbounitconverter.com/c/volume/tbsp-to-tsp","tbsp to tsp — Convert Tablespoon to Teaspoon | Turbo Unit Converter","tbsp to tsp Converter","Convert Tablespoon (tbsp) to Teaspoon (tsp) instantly. Free, accurate, engineering-grade precision.","tablespoon to teaspoon","tbsp to tsp | convert tablespoon to teaspoon | how many teaspoon in a tablespoon | tablespoon in teaspoon | tbsp to tsp converter | tablespoon to teaspoon formula | tablespoon to teaspoon calculator","74000",""
"volume","floz","L","fl oz","L","floz-to-L","https://turbounitconverter.com/c/volume/floz-to-L","fl oz to L — Convert US Fluid Ounce to Liter | Turbo Unit Converter","fl oz to L Converter","Convert US Fluid Ounce (fl oz) to Liter (L) instantly. Free, accurate, engineering-grade precision.","us fluid ounce to liter","fl oz to L | convert us fluid ounce to liter | how many liter in a us fluid ounce | us fluid ounce in liter | fl oz to L converter | us fluid ounce to liter formula | us fluid ounce to liter calculator","4400",""
"volume","gal_us","qt","gal","qt","gal-to-qt","https://turbounitconverter.com/c/volume/gal-to-qt","gal to qt — Convert US Gallon to US Quart | Turbo Unit Converter","gal to qt Converter","Convert US Gallon (gal) to US Quart (qt) instantly. Free, accurate, engineering-grade precision.","us gallon to us quart","gal to qt | convert us gallon to us quart | how many us quart in a us gallon | us gallon in us quart | gal to qt converter | us gallon to us quart formula | us gallon to us quart calculator","3600",""
"volume","gal_us","pt","gal","pt","gal-to-pt","https://turbounitconverter.com/c/volume/gal-to-pt","gal to pt — Convert US Gallon to US Pint | Turbo Unit Converter","gal to pt Converter","Convert US Gallon (gal) to US Pint (pt) instantly. Free, accurate, engineering-grade precision.","us gallon to us pint","gal to pt | convert us gallon to us pint | how many us pint in a us gallon | us gallon in us pint | gal to pt converter | us gallon to us pint formula | us gallon to us pint calculator","2400",""
"volume","gal_us","cup","gal","cup","gal-to-cup","https://turbounitconverter.com/c/volume/gal-to-cup","gal to cup — Convert US Gallon to US Cup | Turbo Unit Converter","gal to cup Converter","Convert US Gallon (gal) to US Cup (cup) instantly. Free, accurate, engineering-grade precision.","us gallon to us cup","gal to cup | convert us gallon to us cup | how many us cup in a us gallon | us gallon in us cup | gal to cup converter | us gallon to us cup formula | us gallon to us cup calculator","3600",""
"volume","gal_us","floz","gal","fl oz","gal-to-floz","https://turbounitconverter.com/c/volume/gal-to-floz","gal to fl oz — Convert US Gallon to US Fluid Ounce | Turbo Unit Converter","gal to fl oz Converter","Convert US Gallon (gal) to US Fluid Ounce (fl oz) instantly. Free, accurate, engineering-grade precision.","us gallon to us fluid ounce","gal to fl oz | convert us gallon to us fluid ounce | how many us fluid ounce in a us gallon | us gallon in us fluid ounce | gal to fl oz converter | us gallon to us fluid ounce formula | us gallon to us fluid ounce calculator","2900",""
"temperature","c","r","°C","°R","c-to-r","https://turbounitconverter.com/c/temperature/c-to-r","°C to °R — Convert Celsius to Rankine | Turbo Unit Converter","°C to °R Converter","Convert Celsius (°C) to Rankine (°R) instantly. Free, accurate, engineering-grade precision.","celsius to rankine","°C to °R | convert celsius to rankine | how many rankine in a celsius | celsius in rankine | °C to °R converter | celsius to rankine formula | celsius to rankine calculator","720",""
"area","ac","m2","ac","m²","ac-to-m2","https://turbounitconverter.com/c/area/ac-to-m2","ac to m² — Convert Acre to Square Meter | Turbo Unit Converter","ac to m² Converter","Convert Acre (ac) to Square Meter (m²) instantly. Free, accurate, engineering-grade precision.","acre to square meter","ac to m² | convert acre to square meter | how many square meter in a acre | acre in square meter | ac to m² converter | acre to square meter formula | acre to square meter calculator","4400",""
"area","m2","ac","m²","ac","m2-to-ac","https://turbounitconverter.com/c/area/m2-to-ac","m² to ac — Convert Square Meter to Acre | Turbo Unit Converter","m² to ac Converter","Convert Square Meter (m²) to Acre (ac) instantly. Free, accurate, engineering-grade precision.","square meter to acre","m² to ac | convert square meter to acre | how many acre in a square meter | square meter in acre | m² to ac converter | square meter to acre formula | square meter to acre calculator","3600",""
"area","yd2","ft2","yd²","ft²","yd2-to-ft2","https://turbounitconverter.com/c/area/yd2-to-ft2","yd² to ft² — Convert Square Yard to Square Foot | Turbo Unit Converter","yd² to ft² Converter","Convert Square Yard (yd²) to Square Foot (ft²) instantly. Free, accurate, engineering-grade precision.","square yard to square foot","yd² to ft² | convert square yard to square foot | how many square foot in a square yard | square yard in square foot | yd² to ft² converter | square yard to square foot formula | square yard to square foot calculator","1900",""
"speed","mach","mph","M","mph","mach-to-mph","https://turbounitconverter.com/c/speed/mach-to-mph","M to mph — Convert Mach to Mile/hour | Turbo Unit Converter","M to mph Converter","Convert Mach (M) to Mile/hour (mph) instantly. Free, accurate, engineering-grade precision.","mach to mile/hour","M to mph | convert mach to mile/hour | how many mile/hour in a mach | mach in mile/hour | M to mph converter | mach to mile/hour formula | mach to mile/hour calculator","1900",""
"pressure","mmHg","kPa","mmHg","kPa","mmHg-to-kPa","https://turbounitconverter.com/c/pressure/mmHg-to-kPa","mmHg to kPa — Convert Millimeter of Mercury to Kilopascal | Turbo Unit Converter","mmHg to kPa Converter","Convert Millimeter of Mercury (mmHg) to Kilopascal (kPa) instantly. Free, accurate, engineering-grade precision.","millimeter of mercury to kilopascal","mmHg to kPa | convert millimeter of mercury to kilopascal | how many kilopascal in a millimeter of mercury | millimeter of mercury in kilopascal | mmHg to kPa converter | millimeter of mercury to kilopascal formula | millimeter of mercury to kilopascal calculator","1900",""
"pressure","MPa","psi","MPa","psi","MPa-to-psi","https://turbounitconverter.com/c/pressure/MPa-to-psi","MPa to psi — Convert Megapascal to Pound per Sq. Inch | Turbo Unit Converter","MPa to psi Converter","Convert Megapascal (MPa) to Pound per Sq. Inch (psi) instantly. Free, accurate, engineering-grade precision.","megapascal to pound per sq. inch","MPa to psi | convert megapascal to pound per sq. inch | how many pound per sq. inch in a megapascal | megapascal in pound per sq. inch | MPa to psi converter | megapascal to pound per sq. inch formula | megapascal to pound per sq. inch calculator","1600",""
"pressure","torr","Pa","Torr","Pa","torr-to-Pa","https://turbounitconverter.com/c/pressure/torr-to-Pa","Torr to Pa — Convert Torr to Pascal | Turbo Unit Converter","Torr to Pa Converter","Convert Torr (Torr) to Pascal (Pa) instantly. Free, accurate, engineering-grade precision.","torr to pascal","Torr to Pa | convert torr to pascal | how many pascal in a torr | torr in pascal | Torr to Pa converter | torr to pascal formula | torr to pascal calculator","1200",""
"time","yr","mo","yr","mo","yr-to-mo","https://turbounitconverter.com/c/time/yr-to-mo","yr to mo — Convert Year to Month | Turbo Unit Converter","yr to mo Converter","Convert Year (yr) to Month (mo) instantly. Free, accurate, engineering-grade precision.","year to month","yr to mo | convert year to month | how many month in a year | year in month | yr to mo converter | year to month formula | year to month calculator","2900",""
"frequency","MHz","Hz","MHz","Hz","MHz-to-Hz","https://turbounitconverter.com/c/frequency/MHz-to-Hz","MHz to Hz — Convert Megahertz to Hertz | Turbo Unit Converter","MHz to Hz Converter","Convert Megahertz (MHz) to Hertz (Hz) instantly. Free, accurate, engineering-grade precision.","megahertz to hertz","MHz to Hz | convert megahertz to hertz | how many hertz in a megahertz | megahertz in hertz | MHz to Hz converter | megahertz to hertz formula | megahertz to hertz calculator","2400",""
"frequency","rpm","Hz","rpm","Hz","rpm-to-Hz","https://turbounitconverter.com/c/frequency/rpm-to-Hz","rpm to Hz — Convert Revolutions/min to Hertz | Turbo Unit Converter","rpm to Hz Converter","Convert Revolutions/min (rpm) to Hertz (Hz) instantly. Free, accurate, engineering-grade precision.","revolutions/min to hertz","rpm to Hz | convert revolutions/min to hertz | how many hertz in a revolutions/min | revolutions/min in hertz | rpm to Hz converter | revolutions/min to hertz formula | revolutions/min to hertz calculator","1600",""
"angle","turn","deg","tr","°","turn-to-deg","https://turbounitconverter.com/c/angle/turn-to-deg","tr to ° — Convert Turn to Degree | Turbo Unit Converter","tr to ° Converter","Convert Turn (tr) to Degree (°) instantly. Free, accurate, engineering-grade precision.","turn to degree","tr to ° | convert turn to degree | how many degree in a turn | turn in degree | tr to ° converter | turn to degree formula | turn to degree calculator","720",""
"data","B","KB","B","KB","B-to-KB","https://turbounitconverter.com/c/data/B-to-KB","B to KB — Convert Byte to Kilobyte | Turbo Unit Converter","B to KB Converter","Convert Byte (B) to Kilobyte (KB) instantly. Free, accurate, engineering-grade precision.","byte to kilobyte","B to KB | convert byte to kilobyte | how many kilobyte in a byte | byte in kilobyte | B to KB converter | byte to kilobyte formula | byte to kilobyte calculator","2400",""
"data","MiB","MB","MiB","MB","MiB-to-MB","https://turbounitconverter.com/c/data/MiB-to-MB","MiB to MB — Convert Mebibyte to Megabyte | Turbo Unit Converter","MiB to MB Converter","Convert Mebibyte (MiB) to Megabyte (MB) instantly. Free, accurate, engineering-grade precision.","mebibyte to megabyte","MiB to MB | convert mebibyte to megabyte | how many megabyte in a mebibyte | mebibyte in megabyte | MiB to MB converter | mebibyte to megabyte formula | mebibyte to megabyte calculator","1900",""
"data","b","B","b","B","b-to-B","https://turbounitconverter.com/c/data/b-to-B","b to B — Convert Bit to Byte | Turbo Unit Converter","b to B Converter","Convert Bit (b) to Byte (B) instantly. Free, accurate, engineering-grade precision.","bit to byte","b to B | convert bit to byte | how many byte in a bit | bit in byte | b to B converter | bit to byte formula | bit to byte calculator","1600",""
"fuel","mpg_us","lp100km","mpg","L/100km","mpg-to-lp100km","https://turbounitconverter.com/c/fuel/mpg-to-lp100km","mpg to L/100km — Convert Miles/Gallon to Liter/100 km | Turbo Unit Converter","mpg to L/100km Converter","Convert Miles/Gallon (mpg) to Liter/100 km (L/100km) instantly. Free, accurate, engineering-grade precision.","miles/gallon to liter/100 km","mpg to L/100km | convert miles/gallon to liter/100 km | how many liter/100 km in a miles/gallon | miles/gallon in liter/100 km | mpg to L/100km converter | miles/gallon to liter/100 km formula | miles/gallon to liter/100 km calculator","8100",""
"fuel","lp100km","mpg_us","L/100km","mpg","lp100km-to-mpg","https://turbounitconverter.com/c/fuel/lp100km-to-mpg","L/100km to mpg — Convert Liter/100 km to Miles/Gallon | Turbo Unit Converter","L/100km to mpg Converter","Convert Liter/100 km (L/100km) to Miles/Gallon (mpg) instantly. Free, accurate, engineering-grade precision.","liter/100 km to miles/gallon","L/100km to mpg | convert liter/100 km to miles/gallon | how many miles/gallon in a liter/100 km | liter/100 km in miles/gallon | L/100km to mpg converter | liter/100 km to miles/gallon formula | liter/100 km to miles/gallon calculator","6600",""
"fuel","mpg_uk","lp100km","mpg (UK)","L/100km","mpg-uk-to-lp100km","https://turbounitconverter.com/c/fuel/mpg-uk-to-lp100km","mpg (UK) to L/100km — Convert Miles/Gallon to Liter/100 km | Turbo Unit Converter","mpg (UK) to L/100km Converter","Convert Miles/Gallon (mpg (UK)) to Liter/100 km (L/100km) instantly. Free, accurate, engineering-grade precision.","miles/gallon to liter/100 km","mpg (UK) to L/100km | convert miles/gallon to liter/100 km | how many liter/100 km in a miles/gallon | miles/gallon in liter/100 km | mpg (UK) to L/100km converter | miles/gallon to liter/100 km formula | miles/gallon to liter/100 km calculator","3600",""
"fuel","kmpl","mpg_us","km/L","mpg","kmpl-to-mpg","https://turbounitconverter.com/c/fuel/kmpl-to-mpg","km/L to mpg — Convert Kilometer/Liter to Miles/Gallon | Turbo Unit Converter","km/L to mpg Converter","Convert Kilometer/Liter (km/L) to Miles/Gallon (mpg) instantly. Free, accurate, engineering-grade precision.","kilometer/liter to miles/gallon","km/L to mpg | convert kilometer/liter to miles/gallon | how many miles/gallon in a kilometer/liter | kilometer/liter in miles/gallon | km/L to mpg converter | kilometer/liter to miles/gallon formula | kilometer/liter to miles/gallon calculator","2400",""
